"id","DIC"
1618,2311.6304869832
1619,2349.86509974847
1620,2196.30818626002
1621,1999.96901756998
1622,2124.26065669733
1623,2261.74257402933
1624,2013.90994494766
1625,2119.82889811734
1626,2225.61532724918
1627,2314.49688776291
1628,2021.40445969598
1629,2020.7727935859
1630,2169.86036793626
1631,2278.47272996985
1632,2318.67961411962
1633,2011.35585456383
1634,2041.26523277399
1635,2115.32073858924
1636,2239.38817218001
1637,2272.14496606523
1638,2120.76114242547
1639,2122.14160997148
1640,2207.36657534501
1641,2009.85990374196
1642,2057.16774957994
1643,2175.35404760939
1644,2054.26746733583
1645,2207.64741193092
1646,2024.28164629285
1647,2197.29386279222
1648,2228.46157268032
1649,2213.00080918048
1650,2011.05313945731
1651,2216.64084022251
1652,2242.75021457043
1653,2212.86204491065
1654,2261.41142598683
1655,2177.1200754939
1656,2226.63346266879
1657,2004.79349010259
1658,2113.4320807183
1659,2345.45766324955
1660,2181.38218091306
1661,2265.95188651961
1662,2103.28178698078
1663,2305.21371745915
1664,2012.04101104789
1665,2010.29554211864
1666,2236.60803412577
1667,2284.80789263135
1668,2319.82487921532
1669,2032.58938458779
1670,2216.6880020829
1671,2283.76015267427
1672,2319.52795547737
1673,2010.30722172964
1674,2318.50718318651
1675,2066.62344276562
1676,2144.8876193758
1677,2203.50875212221
1678,2311.08819181422
1679,2232.14792442215
1680,1998.57408526367
1681,2202.85942275486
1682,2075.9409679998
1683,2258.83774231814
1684,2347.39260276997
1685,2023.29510086318
1686,2077.42515408151
1687,1999.75434810337
1688,2144.70975421554
1689,2239.63141507076
1690,2007.64224813246
1691,2091.54039635591
1692,2186.99913118934
1693,1999.87481174405
1694,2002.83107871184
1695,2262.64711575794
1696,2013.42108437776
1697,2187.14826638657
1698,2230.10469877308
1699,2264.97504223661
1700,2137.02787206636
1701,2025.982864029
1702,2181.80880843816
1703,2035.21573704468
1704,2209.84126937304
1705,2133.39755580653
1706,2278.50333687305
1707,2030.95506227824
1708,2020.42334788336
1709,2072.64808659941
1710,2128.81985442859
1711,2260.27537309861
1712,2014.07032084414
1713,2012.9547211081
1714,2265.80874094286
1715,2223.11132803385
1716,2343.99178382034
1717,2130.47015896852
1718,2281.53657411479
1719,2052.19214056126
1720,2177.07657302396
1721,2252.78396603819
1722,2039.45771570897
1723,2273.97170342092
1724,2008.74776548804
1725,2308.87401159904
1726,2069.676835718
1727,2100.17432202623
1728,2242.9453213391
1729,2114.02403806809
1730,2184.60326642187
1731,2276.69977059803
1732,2247.9436224488
1733,2252.98424795397
1734,2323.26396677521
1735,2108.20099999731
1736,2197.23128471686
1737,2014.08340482746
1738,2082.44329531026
1739,2207.91230582649
1740,2079.27024024596
1741,2008.20295627963
1742,2235.02180714271
1743,2022.79886795507
1744,2041.57394804553
1745,2054.36005087951
1746,2009.59995504985
1747,2245.88880220721
1748,2042.41328771631
1749,2024.17053588957
1750,2025.04188948204
1751,2320.64593418386
1752,2273.1193413852
1753,2010.45112904168
1754,2012.28943198089
1755,2254.10845338347
1756,2186.34088470601
1757,2311.48929695186
1758,2010.29305653771
1759,2008.55973362505
1760,2011.83330414274
1761,2012.44027644427
1762,2012.21366011975
1763,2050.99248431901
1764,2157.46696934711
1765,2249.19986928057
1766,2050.84019678854
1767,2017.44705623788
1768,2030.78381052397
1769,2234.66832112218
1770,2313.10063359843
1771,2014.63506788853
1772,2207.23341952432
1773,2234.91710491888
1774,2014.46238461668
1775,2208.98555345195
1776,2207.13200420857
1777,2012.80442813597
1778,2015.76416537112
1779,2304.82306206437
1780,2099.63898088706
1781,2148.1168141535
1782,2122.12517585892
1783,2172.24612765772
1784,2015.26495926903
1785,2018.56226287422
1786,2155.33817239504
1787,2024.70409518409
1788,2270.21243993243
1789,2027.01722704195
1790,2223.88760849011
1791,2315.13047881402
1792,2010.00650110654
1793,2240.87006649103
1794,2334.81873420598
1795,2161.6058351894
1796,1986.28831385869
1797,2010.45053192744
1798,2232.42757169326
1799,2016.46687083113
1800,2238.12610298143
1801,2232.83406319794
1802,2004.83553416581
1803,2007.20919920019
1804,2014.87271764666
1805,2031.77818473424
1806,2066.38625666264
1807,1999.58195199187
1808,2043.079292276
1809,2188.7120971012
1810,2005.26608025414
1811,2249.84929736728
1812,1997.81792887912
1813,2048.65772401533
1814,2239.83520597299
1815,2034.2910913821
1816,2231.73702497295
1817,2296.12038978358
1818,1994.96840488113
1819,2010.19629602108
1820,2057.06063958685
1821,2139.66056544219
1822,2312.70156953771
1823,2119.33146163675
1824,2201.31177110569
1825,2316.66523557451
1826,2340.72806443203
1827,2080.52752477398
1828,2234.96450476398
1829,2184.60237505798
1830,2264.62247596889
1831,2002.75070496592
1832,2001.99397624046
1833,2006.12235592209
1834,2005.8419499818
1835,2135.78372417278
1836,2271.59693612824
1837,1996.10862385127
1838,2241.53930606994
1839,2306.42900126431
1840,2238.088840254
1841,2003.96526799557
1842,2031.07337681138
1843,2184.24849746064
1844,2219.20985501873
1845,2258.40185356958
1846,2307.19877116981
1847,2015.82453942846
1848,2106.03493322977
1849,2184.1506110698
1850,2223.35521541052
1851,2225.23087830565
1852,2315.06910247391
1853,2164.78312846901
1854,2201.05392479566
1855,1995.54149244868
1856,1994.43346765931
1857,2184.02381068558
1858,2347.14512268839
1859,2002.62935205012
1860,2234.24522031756
1861,2016.67251138852
1862,2116.73797557096
1863,2065.57318784606
1864,2192.5068438929
1865,2228.29041162579
1866,2313.88021735608
1867,2318.74099906756
1868,2188.27004923473
1869,2190.80070655183
1870,2183.52931506193
1871,2340.83877068882
1872,2217.18366995548
1873,2258.47669207666
1874,2007.83588020453
1875,2257.1803039877
1876,2311.59950481293
1877,2004.39593116832
1878,2003.81419834465
1879,2049.1704406362
1880,2141.74311348253
1881,2002.52331082994
1882,2192.19800078371
1883,2243.12779481
1884,2201.33370172063
1885,2254.11060426475
1886,2097.88604534667
1887,2079.83453808074
1888,2316.75799665483
1889,2024.18158163609
1890,2263.63509741418
1891,2193.84449146747
1892,2317.0180290393
1893,2008.27985593137
1894,2003.33016401567
1895,2003.34280303719
1896,2067.21177335418
1897,2162.93798525085
1898,1997.05647099605
1899,2243.18396861252
1900,2319.79491074619
1901,2004.88360163923
1902,2229.63735391133
1903,2162.58518577078
1904,2258.3554702606
1905,2317.58867915251
1906,2003.2731531189
1907,2197.31119316988
1908,2317.2711176669
1909,1991.62017821708
1910,2010.91465243297
1911,2178.5783709966
1912,2242.97943392402
1913,2263.16866833315
1914,2116.15050069015
1915,2242.01336225652
1916,2080.3522674673
1917,2315.23411655393
1918,1997.76406139229
1919,2180.16443999585
1920,2273.58360100795
1921,1996.23523200838
1922,1998.27488704769
1923,1996.51324942466
1924,2066.25835078296
1925,2248.61125734107
1926,2313.89987027994
1927,1986.83055297511
1928,2152.34330141801
1929,1999.26140121627
1930,2102.1601484254
1931,2202.00939030253
1932,2283.13051989958
1933,2133.16825593564
1934,2219.66468790069
1935,1991.11798103791
1936,2169.32965214944
1937,2243.19956110593
1938,2021.03270515671
1939,2237.62695578679
